,statement_id,statement,creator,validity,True_fleshes,True_smog_index,True_flesch_kincaid_grade,True_coleman_liau_index,True_automated_readability_index,True_dale_chall_readability_score,True_difficult_words,True_linsear_write_formula,True_difficult_words.1,True_gunning_fog,True_text_standard,characters,words,avg_word_length,numbers,sentences,unique_word_ratio,sentiment_index,hatred_index,support,opposed,neutral,Label
201,6,microscopic deformities have been observed in both the finger and nails of patients with covid-19. this indicates that chilblains may be a symptom of covid-19.,augmented,True,67.25,0.0,7.0,12.22,10.3,10.57,6,6.75,6,9.8,6th and 7th grade,159,25,5.32,0,2,0.92,0.0108,0.041,0.992147863,0.001946686,0.00590548,1
75,28,"Many people who are infected with the virus do not present with any clinical symptoms; current estimates suggest around 30% of individuals who have SARS-CoV-2 antibodies in their blood are asymptomatic. However, the presence of these individuals who carry the virus without displaying symptoms raises concerns about their potential to spread it to others, potentially resulting in severe COVID-19 disease.",chatgpt,False,32.57,0.0,16.2,15.91,20.7,11.97,19,21.0,19,18.67,20th and 21st grade,405,59,5.73,1,3,0.78,0.02,0.0679,0.993134379,0.002626509,0.004239067,0
83,15,"We found that the number of cases of SARS-CoV-2 infection did not double every 1.56 days in barracks-style buildings. Instead, the rate of infection was relatively stable over time, indicating a more controlled spread within such communal settings. In contrast, apartment-style buildings exhibited a faster increase in cases, with the corresponding doubling time estimated to be 2.65 days.",chatgpt,False,48.3,11.2,10.1,14.03,12.8,11.16,16,8.25,16,10.63,10th and 11th grade,389,56,5.66,2,3,0.8,0.094,0.042,0.003510838,0.994302988,0.002186217,0
115,26,"While molecular testing has been the primary means of diagnosing acute COVID-19 infection, blood testing is gaining importance for diagnosing minor infections or supporting the diagnosis of difficulty breathing in cases where the pathogen is no longer detectable in the upper respiratory tract.",human,True,10.91,0.0,22.4,17.19,27.7,13.85,16,32.5,16,26.5,-1th and 0th grade,294,43,5.81,0,1,0.81,0.0782,0.029,0.994181335,0.002456937,0.00336167,1
143,54,Patients hospitalized and in the ICU because of COVID-19 have a higher metabolism and require more calories than their non-COVID counterparts.,human,True,41.7,0.0,12.7,15.61,16.4,12.95,7,13.5,7,14.11,12th and 13th grade,142,21,5.76,0,1,0.95,0.02,0.0176,0.991535068,0.003287067,0.005177932,1
13,10,"Without the initial lockdown, vaccination, and increased physical distancing, we estimated that a staggering 500 million COVID-19 cases and 20 million deaths would occur in the UK over just 5 years. Even in the best-case scenario, where vaccination is widely adopted, community transmission is still expected to be rampant, necessitating future periods of even more stringent physical distancing measures.",chatgpt,False,24.61,0.0,17.2,16.43,21.0,13.13,22,21.25,22,18.58,20th and 21st grade,405,56,5.95,3,2,0.84,0.016,0.0477,0.003694424,0.991343617,0.00496196,0
68,1,"We investigated the potential susceptibility of the central nervous system to viral invasion. Early reports from Wuhan initially suggested that a small percentage of COVID-19 patients displayed neurological symptoms. However, subsequent European studies revealed a much higher prevalence, with a significant majority of patients, approximately 60%, exhibiting such symptoms. Additionally, there have been documented cases of viral encephalitis associated with the infection.",chatgpt,False,4.98,15.9,16.4,20.01,17.7,13.57,32,12.75,32,18.46,15th and 16th grade,474,61,6.57,1,4,0.82,0.0232,0.0518,0.359829128,0.592366517,0.047804426,0
209,9,"covid-19 patients with recurrent epileptic seizures had more underlying neurological diseases than patients who had an epilepsy history but without seizures. patients with newly started and recurring epileptic seizures suffered more difficult/critical covid-19, which can lead to a poorer prognosis.",augmented,True,34.26,0.0,13.5,19.55,19.2,11.73,15,13.5,15,15.0,13th and 14th grade,299,41,6.24,0,2,0.78,0.0102,0.0238,0.994283617,0.002521306,0.003195063,1
174,0,a 5-day ivermectin course was found to be safe and effective in treating adult patients with mild covid-19.,augmented,True,78.59,0.0,6.8,10.44,11.1,12.42,4,9.0,4,9.42,6th and 7th grade,107,18,4.83,1,1,1.0,0.538,0.0154,0.991894186,0.004856663,0.00324911,1
178,1,"we rated 298 people and identified twelve positive cases. 75% of the positive cases were asymptomatic, while only 25% of the positive cases explained symptoms that suffered fever, diarrhea and cough. our data confirm the importance of early identification of asymptomatic carriers.",augmented,True,40.35,13.6,11.1,14.32,12.5,10.72,14,10.33333333,14,12.27,10th and 11th grade,281,39,5.79,3,3,0.72,0.4844,0.019,0.994397759,0.002005837,0.003596438,1
108,19,"Observations so far suggest a mean incubation period of 5 days and median incubation period of 4Â–5 days from exposure to the onset of symptoms. Viral RNA is detectable in the airways 2Â–3 days before the onset of symptoms, peaks at the onset of symptoms, and decreases over the following 7Â–8 days in most patients.",human,True,43.56,0.0,14.0,9.58,14.5,11.32,13,18.25,13,15.36,14th and 15th grade,316,51,4.8,4,2,0.63,0.0386,0.0315,0.994207025,0.001961394,0.00383156,1
17,16,"In the phase 1 trial, the potential vaccine formula exhibited a strong antibody response that remained elevated in all participants 3 months after the second vaccination. In the phase 2 trial, the potential vaccine formula demonstrated promising safety outcomes.",chatgpt,False,26.3,0.0,14.4,15.43,15.4,12.3,14,14.75,14,16.01,14th and 15th grade,262,36,6.03,3,2,0.72,0.8002,0.0197,0.002535179,0.996164322,0.001300406,0
55,7,"Different amounts of antibodies produced after the two doses of vaccine were found. Notably, individuals with a previous natural infection exhibited a higher level of antibodies. Among individuals with no history of past SARS-CoV-2 infection, a small percentage (approximately 5%) displayed antibody levels comparable to those of infected individuals, suggesting potential asymptomatic acquisition of the infection. In such individuals, it is speculated that a single dose of the vaccine may be sufficient to generate a protective immune response.",chatgpt,False,9.38,18.0,16.8,16.71,16.7,11.49,28,16.5,28,17.54,16th and 17th grade,547,77,5.95,1,4,0.73,0.044,0.0418,0.006146042,0.991253793,0.002600197,0
39,11,"The evaluation results reveal a notable range of diagnosis accuracy, spanning from 89% to 99%, indicating the need for further refinement. The proposed method for early detection and classification of COVID-19 through image processing using X-ray images necessitates careful consideration due to its reliance on an end-to-end structure, which eliminates the potential benefits associated with manual feature extraction and manual selection methods.",chatgpt,False,6.17,0.0,20.1,18.46,23.5,14.34,29,24.5,29,23.37,23rd and 24th grade,448,60,6.27,2,2,0.88,0.2444,0.0146,0.951847672,0.01079881,0.037353408,0
172,0,it has been found that a 5-day ivermectin course is safe and effective in the treatment of adult patients with light covid-19.,augmented,True,82.99,0.0,7.2,9.63,12.0,10.47,4,12.0,4,10.62,11th and 12th grade,126,22,4.64,1,1,1.0,0.5372,0.0153,0.993038952,0.003690298,0.003270868,1
72,17,"Dietary supplements and vitamins, including vitamin D and high-dose vitamin C, have also been reportedly used for COVID-19 treatment. Despite their utilization and the potential rationale behind their anti-COVID-19 activities, their preventive or therapeutic effectiveness has not been fully confirmed in randomized trials.",chatgpt,False,15.81,0.0,16.4,19.43,20.1,13.52,19,18.25,19,20.69,20th and 21st grade,323,43,6.42,0,2,0.86,0.0652,0.0184,0.969330668,0.004797013,0.02587232,0
133,44,"Among those with moderate COVID-19 disease, time to clinical improvement was 7 days in the CBP group, versus 8 days in the control group. The data show that administration of CBP is a safe treatment option for patients with COVID-19 disease with a favorable outcome in the rate of, and time to, clinical improvement.",human,True,52.53,0.0,12.6,10.39,15.0,10.53,13,17.0,13,14.5,14th and 15th grade,316,52,4.9,2,2,0.67,0.4753,0.0124,0.987557173,0.001324917,0.011117936,1
152,63,"Compared to White respondents, American Indian/Alaska Native and Black/African American respondents were less likely, and Asian and Spanish-speaking Latino respondents were more likely to report being extremely likely to be vaccinated.",human,True,6.17,0.0,20.1,20.55,25.2,10.78,9,24.5,9,16.27,20th and 21st grade,235,33,6.06,0,1,0.7,0.0629,0.027,0.993548334,0.001998829,0.004452825,1
192,4,"intravenous recombinant ace2 has been reported as an effective covid-19 therapy, blocking viral input into target cells.",augmented,True,28.84,0.0,13.5,16.88,15.9,16.55,9,13.5,9,18.56,13th and 14th grade,120,17,6.0,0,1,1.0,0.1291,0.0307,0.99371475,0.002764351,0.00352088,1
177,1,"we rated 298 people and identified twelve positive cases. 75% of positive cases were asymptomatic, while only 25% of positive cases reported symptoms containing fever, diarrhea and cough. our knowledge confirms the importance of early identification of asymptomatic carriers.",augmented,True,32.9,14.6,11.9,16.05,13.7,11.16,14,10.5,14,14.43,11th and 12th grade,275,36,6.19,3,3,0.75,0.4261,0.0208,0.994092762,0.002224058,0.003683149,1
38,10,"The comprehensive evaluation results unequivocally demonstrate the exceptional diagnosis accuracy ranging from 89% to an impressive 99%. The proposed method for early detection and classification of COVID-19 through image processing utilizing X-ray images not only showcases its usability but also boasts an end-to-end structure that eliminates the requirement for manual feature extraction and selection methods, streamlining the diagnostic process.",chatgpt,False,-0.78,0.0,20.7,20.95,24.6,15.0,29,24.75,29,25.36,24th and 25th grade,450,57,6.72,2,2,0.89,0.9205,0.0113,0.915359318,0.01471354,0.069927149,0
200,6,microscopic abnormalities were observed in both fingers and nails of patients with covid-19. this suggests that chilblin can be a symptom of covid-19.,augmented,True,68.26,0.0,6.6,12.8,10.6,11.76,7,5.75,7,8.08,6th and 7th grade,150,23,5.48,0,2,0.91,0.0145,0.0362,0.982047796,0.00436179,0.013590407,1
205,7,"we arrive at a consensus on the applicability of diagnostic tools to provide test algorithms for the use of high affinity antibody antibody tests for asymptomatic subjects exposed to sars-cov-2. antibody tests for high affinity antibodies must be carried out ideally 21 days after the potential infectious contact, since most exposed people will have begun to produce antibodies by then.",augmented,True,24.11,0.0,17.4,14.52,19.3,11.44,17,22.5,17,19.33,-1th and 0th grade,387,59,5.47,1,2,0.76,0.0952,0.0424,0.947914481,0.002140382,0.04994522,1
15,17,"With the initial lockdown, vaccination, and increased physical distancing, we estimated a significant reduction in COVID-19 cases and deaths in the UK over 10 years. In the best-case scenario, vaccination effectively suppresses community transmission without the need for future periods of increased physical distancing.",chatgpt,False,15.31,0.0,16.6,18.16,19.2,12.98,17,18.0,17,18.8,18th and 19th grade,320,43,6.26,1,2,0.79,0.4545,0.0434,0.004135635,0.991279662,0.004584763,0
195,5,a need for mechanical ventilation occurred in 31% of the group treated in anakinra and 75% of the control group. a successful weaning of additional oxygen was reached in 63% of the group treated in anakinra against 27% of the control group.,augmented,True,58.62,0.0,10.3,9.4,11.4,10.32,10,12.5,10,12.21,9th and 10th grade,240,38,4.87,4,2,0.55,0.2032,0.0246,0.992630482,0.003876366,0.003493169,1
197,5,the need for mechanical ventilation occurred in 31% of the group treated with anakinra and 75% of the control group. successful weaning of supplemental oxygen was reached in 63% of the group treated with anakinra compared to 27% of the control group.,augmented,True,58.62,0.0,10.3,10.73,12.5,10.69,11,12.5,11,12.21,10th and 11th grade,250,38,5.13,4,2,0.58,0.1395,0.0257,0.9933514,0.003394725,0.003253808,1
220,12,"a significant number of infected medical workers were 28.9% asymptomatic, and 35.5% were hospitalized. the average length of stay in the hospital was 8.1 days. 70.1% of confirmed cases were vaccinated against seasonal flu.",augmented,True,56.11,10.8,7.1,10.15,8.2,13.26,11,4.2,11,12.13,10th and 11th grade,222,30,5.57,4,3,0.83,0.0282,0.0379,0.993767858,0.002813627,0.003418562,1
117,28,"There appears to be an age gradient, with younger children seemingly less susceptible to SARS-CoV-2 and less likely to pass it on. The BNT162b2 vaccine appeared well tolerated in children aged 12Â–15 years, although the study was too small to identify any rare side-effects.",human,True,57.61,0.0,10.7,12.01,14.2,11.55,11,14.0,11,13.35,13th and 14th grade,274,43,5.14,1,2,0.88,0.0856,0.0335,0.994630694,0.002405345,0.00296399,1
114,25,Patients hospitalized and in the ICU because of COVID-19 have a higher metabolism and require more calories than their non-COVID counterparts.,human,True,41.7,0.0,12.7,15.61,16.4,12.95,7,13.5,7,14.11,12th and 13th grade,142,21,5.76,0,1,0.95,0.02,0.0176,0.991535068,0.003287067,0.005177932,1
186,4,ace2 intravenous recombinant has been reported as effective therapy in severe covvi-19 by blocking viral entry to target cells.,augmented,True,26.81,0.0,14.2,15.37,15.1,16.21,11,14.5,11,18.13,14th and 15th grade,127,19,5.68,0,1,1.0,0.2529,0.0259,0.994026542,0.002164283,0.003809196,1
218,11,"150 patients were randomized to favipiravir or the control group. the median time at the cessation of viral spreading was 5 days against 7 days and the median time to clinical care was 3 days against 5 days, respectively for favipiravir and control. adverse events were observed in 36% of favipiravir and 8% of control patients.",augmented,True,69.41,11.2,8.2,10.39,10.9,10.2,12,11.33333333,12,11.05,10th and 11th grade,328,49,5.24,6,3,0.57,0.0241,0.0194,0.989932179,0.001665965,0.008401933,1
51,2,"The proposed innovative technique, which shares striking similarities with the widely adopted PCR testing technique, demonstrated exceptional performance. The remarkable results obtained unequivocally emphasize the immense application potential of this groundbreaking, simple, and cost-effective magneto-assay for enabling saliva-based point-of-care COVID-19 diagnosis.",chatgpt,False,-8.56,0.0,19.5,27.55,26.6,16.59,26,17.25,26,21.86,16th and 17th grade,369,41,7.88,0,2,0.93,0.9544,0.0111,0.118174039,0.849320352,0.032505654,0
213,10,"although the molecular test was the main means of diagnosing the acute covid-19 infection, the blood test is of importance to diagnosing minor infections or supporting the diagnosis of difficulty breathing in cases where the nurse is no longer discovered in the upper respiratory system.",augmented,True,8.88,0.0,23.2,14.52,26.5,12.89,15,33.5,15,26.89,26th and 27th grade,287,45,5.36,0,1,0.73,0.0479,0.0271,0.994064867,0.002778471,0.003156597,1
155,66,"We found that age, symptom onset between 3 and 14 days, fever or history of fever, cough, sore throat, ageusia (loss of taste), anosmia (loss of smell), chest pain, myalgia (muscle aches and pains) and/or arthralgia (join pain), household cluster, and evidence of confirmed cases in the neighbourhood could help discriminate infected patients from uninfected.",human,True,24.11,0.0,23.6,13.65,32.2,12.68,17,33.5,17,25.64,12th and 13th grade,359,54,5.22,2,1,0.81,0.0441,0.0481,0.986023068,0.001984976,0.01199201,1
122,33,Children with serious underlying medical conditions had a 1.79 times higher risk of severe COVID-19 than for healthy children. Children with obesity were found to be 2.87 times more likely to get severe COVID-19 than healthy children. Children with underlying conditions also had a 2.81 times higher risk of death from COVID-19 compared to healthy children.,human,True,70.5,9.3,5.7,11.28,8.6,8.89,8,4.833333333,8,7.29,8th and 9th grade,357,53,5.42,3,3,0.57,0.012,0.0383,0.105568521,0.875800014,0.018631438,1
126,37,Early experience with COVID-19 patients suggests that gastrointestinal symptoms are common and associated with greater severity of illness.,human,True,19.37,0.0,15.0,21.11,19.5,15.06,9,13.0,9,16.09,14th and 15th grade,139,18,6.72,0,1,0.94,0.019,0.017,0.984045863,0.00713312,0.008820993,1
144,55,"Global influenza virus spread decreased during the COVID-19 pandemic, possibly due to widespread community mitigation measures.",human,True,12.94,0.0,15.4,21.92,19.5,16.27,9,13.0,9,18.9,12th and 13th grade,127,16,6.88,0,1,1.0,0.1379,0.0427,0.009415693,0.986026287,0.004558037,1
147,58,"The COVID-19 epidemic could be controlled by alternating one or two weeks of complete lockdown with one or two months of freedom, respectively. Control strategies of this kind, where the lockdownÂ’s duration is well circumscribed, could be important also to alleviate coronavirus impact on economy.",human,True,40.18,0.0,13.2,14.74,16.3,11.42,14,15.75,14,16.11,15th and 16th grade,298,46,5.39,0,2,0.85,0.1093,0.0428,0.924985051,0.014407945,0.060607105,1
128,39,"Oxygen saturation in central venous blood, oxygen consumption and oxygen extraction are good predictors of mortality in critically ill patients with COVID-19.",human,True,15.31,0.0,16.6,18.04,18.9,13.34,10,17.0,10,19.71,16th and 17th grade,158,22,6.14,0,1,0.91,0.0299,0.0224,0.967184961,0.015250013,0.017565025,1
170,0,a five-day ivermectin course was found to be safe and effective to treat adult patients with mild covid-19.,augmented,True,78.59,0.0,6.8,10.44,11.1,10.67,3,9.0,3,9.42,10th and 11th grade,107,18,4.94,0,1,0.94,0.4824,0.0154,0.991917074,0.004687797,0.003395013,1
50,5,"It is evident that the virus did not solely rely on car travel on highways and motorways for its transmission. Contrary to initial perceptions, ""solo"" driving, referring to traveling by passenger cars, was not a significant factor that contributed to the initial spread, but rather played a minimal role.",chatgpt,False,46.61,0.0,12.8,12.36,15.4,11.94,18,17.25,18,17.15,12th and 13th grade,304,49,5.06,0,2,0.84,0.0218,0.05,0.860586643,0.057843443,0.081569821,0
